ID Empleado,Función,Departamento,Región,Educación,Género,Jornada,Modalidad,Fecha Contratación,Estatus,Fecha Baja
OPE-I-772,Operativa,Ingeniería y Tecnología,México,Grado,Femenino,Tiempo Completo,Remoto,20-nov-13,Inactivo,31-ene-20
OPE-I-773,Operativa,Ingeniería y Tecnología,México,Grado,Masculino,Tiempo Completo,Presencial,22-nov-13,Inactivo,20-abr-17
OPE-I-778,Operativa,Ingeniería y Tecnología,México,Grado,Femenino,Parcial,Remoto,25-nov-13,Activo,
OPE-I-783,Operativa,Ingeniería y Tecnología,Chile,Posgrado,Femenino,Tiempo Completo,Remoto,29-nov-13,Activo,
OPE-I-79,Operativa,Ingeniería y Tecnología,México,Grado,Masculino,Medio Tiempo,Presencial,1-ene-13,Inactivo,8-may-15
OPE-I-794,Operativa,Ingeniería y Tecnología,Perú,Posgrado,Masculino,Tiempo Completo,Presencial,7-dic-13,Activo,
OPE-I-805,Operativa,Ingeniería y Tecnología,Chile,Grado,Femenino,Tiempo Completo,Remoto,22-dic-13,Inactivo,8-ago-16
OPE-I-809,Operativa,Ingeniería y Tecnología,México,Grado,Masculino,Medio Tiempo,Remoto,24-dic-13,Activo,
OPE-I-815,Operativa,Ingeniería y Tecnología,Perú,Grado,Femenino,Medio Tiempo,Presencial,29-dic-13,Inactivo,16-jun-17
OPE-I-817,Operativa,Ingeniería y Tecnología,México,Grado,Masculino,Medio Tiempo,Presencial,1-ene-14,Inactivo,4-sept-15
OPE-I-820,Operativa,Ingeniería y Tecnología,Uruguay,Grado,Femenino,Parcial,Presencial,3-ene-14,Activo,
OPE-I-828,Operativa,Ingeniería y Tecnología,Chile,Posgrado,Femenino,Medio Tiempo,Presencial,8-ene-14,Activo,
OPE-I-840,Operativa,Ingeniería y Tecnología,Uruguay,Grado,Masculino,Tiempo Completo,Presencial,18-ene-14,Inactivo,27-oct-19
OPE-I-843,Operativa,Ingeniería y Tecnología,Uruguay,Grado,Masculino,Tiempo Completo,Presencial,20-ene-14,Activo,
OPE-I-849,Operativa,Ingeniería y Tecnología,Chile,Grado,Masculino,Parcial,Remoto,24-ene-14,Inactivo,6-oct-16
OPE-I-850,Operativa,Ingeniería y Tecnología,Uruguay,Posgrado,Masculino,Tiempo Completo,Remoto,24-ene-14,Activo,
OPE-I-861,Operativa,Ingeniería y Tecnología,Uruguay,Grado,Masculino,Tiempo Completo,Presencial,3-feb-14,Activo,
OPE-I-867,Operativa,Ingeniería y Tecnología,Uruguay,Grado,Masculino,Tiempo Completo,Remoto,9-feb-14,Activo,
OPE-I-872,Operativa,Ingeniería y Tecnología,Chile,Posgrado,Femenino,Tiempo Completo,Presencial,16-feb-14,Activo,
OPE-I-882,Operativa,Ingeniería y Tecnología,México,Grado,Masculino,Tiempo Completo,Remoto,27-feb-14,Activo,
OPE-I-885,Operativa,Ingeniería y Tecnología,Uruguay,Grado,Femenino,Tiempo Completo,Presencial,1-mar-14,Activo,
OPE-I-890,Operativa,Ingeniería y Tecnología,Chile,Posgrado,Masculino,Medio Tiempo,Remoto,4-mar-14,Activo,
OPE-I-895,Operativa,Ingeniería y Tecnología,Perú,Grado,Masculino,Tiempo Completo,Presencial,8-mar-14,Inactivo,13-ago-17
OPE-I-901,Operativa,Ingeniería y Tecnología,Perú,Grado,Femenino,Tiempo Completo,Remoto,13-mar-14,Activo,
OPE-I-903,Operativa,Ingeniería y Tecnología,México,Grado,Femenino,Medio Tiempo,Presencial,15-mar-14,Activo,
OPE-I-908,Operativa,Ingeniería y Tecnología,Chile,Grado,Masculino,Medio Tiempo,Remoto,19-mar-14,Activo,
OPE-I-91,Operativa,Ingeniería y Tecnología,Uruguay,Grado,Femenino,Parcial,Presencial,1-ene-13,Inactivo,7-oct-15
OPE-I-913,Operativa,Ingeniería y Tecnología,Perú,Grado,Masculino,Parcial,Presencial,24-mar-14,Activo,
OPE-I-925,Operativa,Ingeniería y Tecnología,Perú,Grado,Femenino,Medio Tiempo,Presencial,31-mar-14,Inactivo,4-sept-20
OPE-I-930,Operativa,Ingeniería y Tecnología,México,Grado,Femenino,Tiempo Completo,Presencial,3-abr-14,Inactivo,25-ago-19
OPE-I-937,Operativa,Ingeniería y Tecnología,Uruguay,Grado,Femenino,Parcial,Presencial,8-abr-14,Activo,
OPE-I-939,Operativa,Ingeniería y Tecnología,Uruguay,Posgrado,Masculino,Tiempo Completo,Remoto,9-abr-14,Activo,
OPE-I-958,Operativa,Ingeniería y Tecnología,Uruguay,Posgrado,Masculino,Tiempo Completo,Presencial,27-abr-14,Activo,
OPE-I-960,Operativa,Ingeniería y Tecnología,México,Grado,Femenino,Tiempo Completo,Presencial,30-abr-14,Inactivo,11-dic-14
OPE-I-964,Operativa,Ingeniería y Tecnología,México,Grado,Masculino,Tiempo Completo,Presencial,30-abr-14,Activo,
OPE-I-987,Operativa,Ingeniería y Tecnología,México,Grado,Masculino,Tiempo Completo,Remoto,17-may-14,Activo,
OPE-I-996,Operativa,Ingeniería y Tecnología,México,Grado,Femenino,Tiempo Completo,Presencial,23-may-14,Inactivo,10-oct-20
OPE-M-1,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,1-ene-13,Inactivo,6-mar-13
OPE-M-1005,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,1-jun-14,Activo,
OPE-M-1013,Operativa,Manufactura y Operaciones,Perú,Pregrado,Masculino,Medio Tiempo,Presencial,9-jun-14,Inactivo,26-ago-16
OPE-M-1022,Operativa,Manufactura y Operaciones,Perú,Pregrado,Masculino,Medio Tiempo,Presencial,14-jun-14,Inactivo,16-nov-18
OPE-M-1027,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,22-jun-14,Activo,
OPE-M-1036,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,30-jun-14,Activo,
OPE-M-1037,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,1-jul-14,Activo,
OPE-M-104,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,1-ene-13,Inactivo,5-feb-16
OPE-M-1042,Operativa,Manufactura y Operaciones,Perú,Pregrado,Masculino,Medio Tiempo,Presencial,6-jul-14,Activo,
OPE-M-1044,Operativa,Manufactura y Operaciones,Perú,Pregrado,Masculino,Medio Tiempo,Presencial,10-jul-14,Inactivo,13-oct-20
OPE-M-1049,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,15-jul-14,Inactivo,11-ene-15
OPE-M-1054,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,23-jul-14,Inactivo,25-oct-18
OPE-M-1055,Operativa,Manufactura y Operaciones,Perú,Pregrado,Masculino,Tiempo Completo,Presencial,26-jul-14,Activo,
OPE-M-1065,Operativa,Manufactura y Operaciones,Perú,Pregrado,Masculino,Tiempo Completo,Presencial,2-ago-14,Activo,
OPE-M-1069,Operativa,Manufactura y Operaciones,Perú,Pregrado,Masculino,Parcial,Presencial,5-ago-14,Inactivo,25-ago-20
OPE-M-1071,Operativa,Manufactura y Operaciones,Perú,Pregrado,Femenino,Tiempo Completo,Presencial,5-ago-14,Activo,
OPE-M-1080,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Parcial,Presencial,15-ago-14,Inactivo,7-dic-18
OPE-M-109,Operativa,Manufactura y Operaciones,Perú,Pregrado,Masculino,Tiempo Completo,Presencial,1-ene-13,Inactivo,25-mar-16
OPE-M-1091,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,23-ago-14,Inactivo,25-nov-17
OPE-M-1096,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,24-ago-14,Activo,
OPE-M-1097,Operativa,Manufactura y Operaciones,Perú,Pregrado,Femenino,Tiempo Completo,Presencial,25-ago-14,Inactivo,19-ene-19
OPE-M-1098,Operativa,Manufactura y Operaciones,Perú,Pregrado,Femenino,Tiempo Completo,Presencial,26-ago-14,Inactivo,30-jul-15
OPE-M-11,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Medio Tiempo,Presencial,1-ene-13,Inactivo,19-jul-13
OPE-M-1102,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,27-ago-14,Inactivo,25-feb-15
OPE-M-1116,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,11-sept-14,Inactivo,21-abr-18
OPE-M-1122,Operativa,Manufactura y Operaciones,Perú,Posgrado,Masculino,Medio Tiempo,Presencial,16-sept-14,Activo,
OPE-M-1125,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Medio Tiempo,Presencial,21-sept-14,Activo,
OPE-M-1134,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Parcial,Presencial,30-sept-14,Inactivo,30-oct-20
OPE-M-1135,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,30-sept-14,Activo,
OPE-M-1137,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Medio Tiempo,Presencial,1-oct-14,Activo,
OPE-M-1142,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,5-oct-14,Inactivo,14-sept-15
OPE-M-1143,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,5-oct-14,Inactivo,5-ago-16
OPE-M-1144,Operativa,Manufactura y Operaciones,Perú,Pregrado,Masculino,Parcial,Presencial,5-oct-14,Inactivo,21-may-19
OPE-M-1150,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,9-oct-14,Inactivo,27-oct-17
OPE-M-1154,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Medio Tiempo,Presencial,10-oct-14,Activo,
OPE-M-1159,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,13-oct-14,Activo,
OPE-M-1162,Operativa,Manufactura y Operaciones,Perú,Pregrado,Masculino,Medio Tiempo,Presencial,15-oct-14,Activo,
OPE-M-1166,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,16-oct-14,Activo,
OPE-M-1167,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,17-oct-14,Inactivo,6-jul-15
OPE-M-1168,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Parcial,Presencial,18-oct-14,Inactivo,22-sept-19
OPE-M-117,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Medio Tiempo,Presencial,1-ene-13,Inactivo,21-jun-16
OPE-M-1171,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,20-oct-14,Activo,
OPE-M-1174,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,25-oct-14,Inactivo,15-nov-20
OPE-M-1177,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,29-oct-14,Activo,
OPE-M-1182,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,3-nov-14,Activo,
OPE-M-1184,Operativa,Manufactura y Operaciones,Perú,Grado,Otro,Medio Tiempo,Presencial,4-nov-14,Inactivo,3-mar-17
OPE-M-1185,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,4-nov-14,Inactivo,22-oct-17
OPE-M-119,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,1-ene-13,Inactivo,1-ago-16
OPE-M-1194,Operativa,Manufactura y Operaciones,Perú,Grado,Otro,Tiempo Completo,Presencial,11-nov-14,Activo,
OPE-M-120,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Medio Tiempo,Presencial,1-ene-13,Inactivo,5-ago-16
OPE-M-1201,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,14-nov-14,Activo,
OPE-M-1205,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Parcial,Presencial,19-nov-14,Activo,
OPE-M-1207,Operativa,Manufactura y Operaciones,Perú,Pregrado,Masculino,Medio Tiempo,Presencial,22-nov-14,Inactivo,5-ago-20
OPE-M-1210,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,25-nov-14,Inactivo,13-feb-17
OPE-M-1214,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Parcial,Presencial,4-dic-14,Inactivo,12-nov-20
OPE-M-1228,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,13-dic-14,Inactivo,6-sept-20
OPE-M-1230,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,14-dic-14,Activo,
OPE-M-1233,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,18-dic-14,Activo,
OPE-M-1243,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,31-dic-14,Activo,
OPE-M-1254,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,18-ene-15,Inactivo,27-ago-19
OPE-M-1255,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,19-ene-15,Inactivo,18-ene-17
OPE-M-1257,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,21-ene-15,Inactivo,24-ago-20
OPE-M-1258,Operativa,Manufactura y Operaciones,Perú,Posgrado,Masculino,Medio Tiempo,Presencial,21-ene-15,Activo,
OPE-M-126,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Medio Tiempo,Presencial,1-ene-13,Inactivo,14-nov-16
OPE-M-1261,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,23-ene-15,Inactivo,15-jun-19
OPE-M-1263,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,23-ene-15,Activo,
OPE-M-1264,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,25-ene-15,Activo,
OPE-M-1265,Operativa,Manufactura y Operaciones,Perú,Posgrado,Masculino,Medio Tiempo,Presencial,26-ene-15,Inactivo,8-ene-18
OPE-M-127,Operativa,Manufactura y Operaciones,Perú,Pregrado,Masculino,Tiempo Completo,Presencial,1-ene-13,Inactivo,19-nov-16
OPE-M-1278,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,8-feb-15,Inactivo,4-feb-18
OPE-M-1283,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,13-feb-15,Activo,
OPE-M-1288,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Parcial,Presencial,16-feb-15,Activo,
OPE-M-1291,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,18-feb-15,Activo,
OPE-M-1293,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,22-feb-15,Inactivo,17-jun-17
OPE-M-1294,Operativa,Manufactura y Operaciones,Perú,Pregrado,Masculino,Medio Tiempo,Presencial,23-feb-15,Activo,
OPE-M-1297,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,27-feb-15,Activo,
OPE-M-1299,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,4-mar-15,Inactivo,8-ene-16
OPE-M-1302,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,5-mar-15,Inactivo,15-sept-20
OPE-M-1307,Operativa,Manufactura y Operaciones,Perú,Pregrado,Masculino,Tiempo Completo,Presencial,12-mar-15,Inactivo,16-jun-17
OPE-M-1308,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,12-mar-15,Inactivo,19-may-20
OPE-M-1310,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,14-mar-15,Inactivo,20-jun-17
OPE-M-1311,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,16-mar-15,Inactivo,3-feb-20
OPE-M-1317,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Parcial,Presencial,21-mar-15,Activo,
OPE-M-1322,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,25-mar-15,Activo,
OPE-M-1328,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,31-mar-15,Activo,
OPE-M-1343,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,16-abr-15,Activo,
OPE-M-1362,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,2-may-15,Inactivo,28-feb-20
OPE-M-1366,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,10-may-15,Activo,
OPE-M-1378,Operativa,Manufactura y Operaciones,Perú,Posgrado,Masculino,Medio Tiempo,Presencial,21-may-15,Activo,
OPE-M-1384,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Parcial,Presencial,25-may-15,Activo,
OPE-M-1391,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,30-may-15,Inactivo,8-jun-17
OPE-M-1405,Operativa,Manufactura y Operaciones,Perú,Posgrado,Masculino,Medio Tiempo,Presencial,7-jun-15,Inactivo,21-jul-17
OPE-M-1412,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,11-jun-15,Activo,
OPE-M-1433,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,30-jun-15,Inactivo,31-may-20
OPE-M-1435,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Medio Tiempo,Presencial,1-jul-15,Inactivo,15-sept-20
OPE-M-145,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,1-ene-13,Inactivo,12-may-17
OPE-M-1450,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,15-jul-15,Activo,
OPE-M-1458,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,19-jul-15,Activo,
OPE-M-1459,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,19-jul-15,Activo,
OPE-M-1470,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Medio Tiempo,Presencial,31-jul-15,Inactivo,16-dic-19
OPE-M-1475,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,4-ago-15,Activo,
OPE-M-1477,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,6-ago-15,Inactivo,29-oct-15
OPE-M-1482,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,12-ago-15,Activo,
OPE-M-1490,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,20-ago-15,Inactivo,3-oct-20
OPE-M-1500,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Medio Tiempo,Presencial,28-ago-15,Activo,
OPE-M-1501,Operativa,Manufactura y Operaciones,Perú,Posgrado,Femenino,Medio Tiempo,Presencial,30-ago-15,Activo,
OPE-M-1504,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Parcial,Presencial,2-sept-15,Activo,
OPE-M-1520,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,16-sept-15,Inactivo,18-jun-18
OPE-M-1541,Operativa,Manufactura y Operaciones,Perú,Pregrado,Masculino,Tiempo Completo,Presencial,7-oct-15,Activo,
OPE-M-1552,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,12-oct-15,Inactivo,10-mar-20
OPE-M-1557,Operativa,Manufactura y Operaciones,Perú,Pregrado,Masculino,Tiempo Completo,Presencial,20-oct-15,Activo,
OPE-M-1567,Operativa,Manufactura y Operaciones,Perú,Pregrado,Femenino,Medio Tiempo,Presencial,24-oct-15,Inactivo,27-mar-16
OPE-M-1572,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,28-oct-15,Activo,
OPE-M-1576,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,2-nov-15,Inactivo,28-nov-17
OPE-M-1581,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Medio Tiempo,Presencial,8-nov-15,Inactivo,20-nov-18
OPE-M-1592,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,22-nov-15,Inactivo,19-may-20
OPE-M-1595,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Parcial,Presencial,25-nov-15,Activo,
OPE-M-1603,Operativa,Manufactura y Operaciones,Perú,Posgrado,Femenino,Tiempo Completo,Presencial,5-dic-15,Inactivo,29-jun-18
OPE-M-1606,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,7-dic-15,Inactivo,23-may-20
OPE-M-161,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,1-ene-13,Inactivo,23-dic-17
OPE-M-1610,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Parcial,Presencial,9-dic-15,Activo,
OPE-M-1615,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,12-dic-15,Activo,
OPE-M-1616,Operativa,Manufactura y Operaciones,Perú,Posgrado,Femenino,Tiempo Completo,Presencial,13-dic-15,Inactivo,10-ene-17
OPE-M-1621,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,16-dic-15,Activo,
OPE-M-1622,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Medio Tiempo,Presencial,17-dic-15,Inactivo,17-may-20
OPE-M-1623,Operativa,Manufactura y Operaciones,Perú,Pregrado,Femenino,Tiempo Completo,Presencial,20-dic-15,Inactivo,4-oct-16
OPE-M-1625,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,20-dic-15,Activo,
OPE-M-1628,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,22-dic-15,Activo,
OPE-M-1630,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Parcial,Presencial,26-dic-15,Activo,
OPE-M-1635,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,30-dic-15,Activo,
OPE-M-164,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,1-ene-13,Inactivo,19-ene-18
OPE-M-1642,Operativa,Manufactura y Operaciones,Perú,Posgrado,Femenino,Tiempo Completo,Presencial,4-ene-16,Activo,
OPE-M-1660,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,18-ene-16,Inactivo,6-oct-20
OPE-M-1663,Operativa,Manufactura y Operaciones,Perú,Posgrado,Femenino,Medio Tiempo,Presencial,22-ene-16,Inactivo,13-jun-18
OPE-M-1670,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,24-ene-16,Inactivo,22-oct-20
OPE-M-1674,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Parcial,Presencial,28-ene-16,Inactivo,5-may-20
OPE-M-1679,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,3-feb-16,Activo,
OPE-M-1682,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,8-feb-16,Inactivo,24-jul-19
OPE-M-1696,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,20-feb-16,Activo,
OPE-M-1697,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,21-feb-16,Inactivo,5-ene-20
OPE-M-170,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,1-ene-13,Inactivo,25-mar-18
OPE-M-1700,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,25-feb-16,Activo,
OPE-M-1701,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,26-feb-16,Inactivo,21-feb-20
OPE-M-1705,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,27-feb-16,Activo,
OPE-M-1711,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,8-mar-16,Activo,
OPE-M-1717,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,12-mar-16,Activo,
OPE-M-1727,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,19-mar-16,Activo,
OPE-M-1730,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,24-mar-16,Inactivo,19-ene-19
OPE-M-1732,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,24-mar-16,Inactivo,19-feb-20
OPE-M-1735,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,24-mar-16,Activo,
OPE-M-174,Operativa,Manufactura y Operaciones,Perú,Posgrado,Masculino,Tiempo Completo,Presencial,1-ene-13,Inactivo,25-abr-18
OPE-M-1740,Operativa,Manufactura y Operaciones,Perú,Posgrado,Femenino,Medio Tiempo,Presencial,27-mar-16,Activo,
OPE-M-1742,Operativa,Manufactura y Operaciones,Perú,Pregrado,Masculino,Tiempo Completo,Presencial,31-mar-16,Inactivo,11-abr-20
OPE-M-1746,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Medio Tiempo,Presencial,7-abr-16,Inactivo,13-feb-20
OPE-M-1749,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,12-abr-16,Activo,
OPE-M-1753,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Tiempo Completo,Presencial,13-abr-16,Activo,
OPE-M-1755,Operativa,Manufactura y Operaciones,Perú,Pregrado,Femenino,Tiempo Completo,Presencial,15-abr-16,Inactivo,28-mar-20
OPE-M-1774,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Tiempo Completo,Presencial,9-may-16,Activo,
OPE-M-1778,Operativa,Manufactura y Operaciones,Perú,Posgrado,Femenino,Tiempo Completo,Presencial,12-may-16,Inactivo,16-feb-20
OPE-M-1784,Operativa,Manufactura y Operaciones,Perú,Posgrado,Masculino,Tiempo Completo,Presencial,19-may-16,Activo,
OPE-M-1786,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Parcial,Presencial,21-may-16,Activo,
OPE-M-1787,Operativa,Manufactura y Operaciones,Perú,Posgrado,Masculino,Medio Tiempo,Presencial,22-may-16,Activo,
OPE-M-1789,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Medio Tiempo,Presencial,24-may-16,Activo,
OPE-M-1792,Operativa,Manufactura y Operaciones,Perú,Grado,Masculino,Parcial,Presencial,25-may-16,Activo,
OPE-M-1797,Operativa,Manufactura y Operaciones,Perú,Grado,Femenino,Medio Tiempo,Presencial,27-may-16,Activo,
